Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,2671.1626
FDG31,OUT045,968.1884
FDC60,OUT045,1447.2383
FDL36,OUT013,1400.6056
FDP21,OUT013,3096.0994
FDW16,OUT045,1414.9587
FDX02,OUT017,3307.222
FDQ58,OUT027,5125.999
FDT51,OUT046,1864.1976
FDD59,OUT049,1348.0917
NCM42,OUT018,1166.4551
FDA57,OUT018,525.17365
FDZ48,OUT035,1891.4056
FDE46,OUT045,2396.5764
NCZ30,OUT019,280.58804
FDB56,OUT017,3148.5603
FDA25,OUT027,2783.4539
FDD20,OUT013,2033.1672
FDL25,OUT013,1350.6812
NCO18,OUT049,3131.149
FDJ45,OUT017,643.218
FDR12,OUT035,3078.092
NCF19,OUT010,144.95996
FDK25,OUT046,3055.8882
NCR17,OUT046,2042.576
FDC52,OUT046,2283.1743
NCA54,OUT017,3191.6243
FDR45,OUT010,776.9227
NCM19,OUT049,2044.1713
FDF39,OUT027,5885.7163
FDX23,OUT049,1464.2325
FDD58,OUT027,2793.2185
FDX28,OUT013,1635.4474
NCD31,OUT013,2799.3804
FDU57,OUT018,2054.8013
FDI27,OUT046,794.00964
NCM42,OUT046,1560.415
FDD32,OUT027,2167.9976
FDI34,OUT013,4178.022
NCM29,OUT049,2016.313
FDG46,OUT018,1402.5789
DRC01,OUT010,162.28773
FDB15,OUT027,5936.4204
NCA17,OUT027,3578.5928
FDF10,OUT046,2457.9028
FDR26,OUT027,5141.441
FDI02,OUT049,1785.1414
NCM54,OUT010,199.0826
FDF14,OUT013,2434.7563
FDJ33,OUT010,167.96602
FDM20,OUT035,3948.5432
FDC03,OUT027,5251.4634
NCX05,OUT046,2090.4075
NCM41,OUT027,2675.0344
NCU29,OUT010,531.9055
FDQ59,OUT017,1456.1334
FDH46,OUT010,212.21352
FDH09,OUT013,723.6888
NCD06,OUT045,731.29297
FDC15,OUT035,2464.4526
DRD37,OUT027,1103.0258
FDT28,OUT027,3992.7341
FDR28,OUT027,4349.564
FDT38,OUT017,1373.5261
FDV34,OUT027,1897.8312
FDY52,OUT035,1017.7893
FDB34,OUT013,1266.6635
DRL23,OUT018,1246.9257
DRB24,OUT046,2238.261
FDJ50,OUT046,886.58484
FDQ49,OUT035,2561.3777
FDP20,OUT035,2125.3328
FDV19,OUT027,5585.513
NCR54,OUT045,2816.228
FDO09,OUT010,1300.4467
FDS57,OUT018,1523.0531
FDN10,OUT049,2060.783
FDV23,OUT049,1989.8168
FDY28,OUT049,4065.0735
DRG51,OUT013,2737.4302
FDD45,OUT019,248.08536
NCL18,OUT027,5559.1494
NCM29,OUT013,2059.2527
FDF17,OUT027,5403.209
FDE22,OUT017,2995.5815
FDQ22,OUT017,643.3823
FDS01,OUT013,3079.2188
FDW35,OUT027,1066.8898
FDJ33,OUT046,2199.3242
NCF54,OUT035,3636.4966
FDE09,OUT013,1742.8402
NCE06,OUT045,2561.5403
DRH49,OUT049,1277.7303
FDY43,OUT045,3105.3484
NCT05,OUT017,5080.2544
FDZ34,OUT045,3517.5625
FDL38,OUT017,1287.5072
FDZ31,OUT017,3458.1902
FDR14,OUT035,920.7837
NCN54,OUT049,1226.4224
NCC42,OUT027,3128.5295
FDK08,OUT017,1454.4186
FDP59,OUT013,1764.6951
FDV22,OUT035,3070.0088
FDD33,OUT035,3615.9631
DRE60,OUT027,6194.388
FDK52,OUT046,3700.7363
FDA02,OUT017,2194.4053
FDM56,OUT049,1793.4785
FDE57,OUT035,2127.438
FDM32,OUT045,1340.2108
NCQ30,OUT027,2608.6611
FDQ27,OUT027,2703.0105
FDT60,OUT027,3293.8838
FDU43,OUT049,3295.3564
NCO55,OUT035,1913.639
FDG02,OUT045,3189.6638
FDJ28,OUT013,3124.7134
FDP40,OUT045,1938.4944
FDJ38,OUT045,3292.7197
NCC54,OUT017,3996.555
NCZ41,OUT046,2203.5159
FDK38,OUT019,437.33142
FDU52,OUT013,2310.4187
FDC40,OUT046,1296.5938
NCR30,OUT017,1197.0522
NCN18,OUT017,1950.898
FDB50,OUT035,1303.7244
FDG04,OUT013,3324.521
FDR26,OUT035,3236.0186
NCT17,OUT018,2913.1963
FDX35,OUT027,5061.216
FDS12,OUT046,2112.5747
NCZ29,OUT027,3339.5952
FDB38,OUT010,565.5959
FDP12,OUT013,662.31537
FDP22,OUT046,761.55365
FDS26,OUT018,4469.584
FDR52,OUT046,2879.2554
DRJ13,OUT046,2733.3308
FDU48,OUT027,3211.9077
FDE29,OUT035,1038.6704
NCT29,OUT049,2121.154
DRK37,OUT018,3428.2512
FDK55,OUT046,1337.2279
FDR07,OUT046,1674.1761
FDO21,OUT027,5011.201
FDK46,OUT049,4674.434
FDB12,OUT045,1789.2871
FDT31,OUT027,5018.6763
FDJ33,OUT045,2053.3003
FDC26,OUT027,2646.4956
NCQ02,OUT045,3180.7876
FDP08,OUT010,743.9102
FDB11,OUT027,4686.1694
FDV55,OUT013,2523.129
FDW20,OUT049,2098.5923
NCJ18,OUT019,280.58804
FDC41,OUT018,804.50696
FDE14,OUT027,2793.2568
FDG35,OUT013,2692.286
FDF45,OUT035,960.04736
FDS19,OUT027,2059.5076
FDS58,OUT019,495.5209
FDA26,OUT017,3801.5151
FDM32,OUT049,1368.933
FDL45,OUT046,2198.8357
FDZ55,OUT049,2865.5283
FDY37,OUT049,2324.6077
FDO46,OUT046,2860.8193
FDQ60,OUT046,2044.031
FDA19,OUT018,1276.5533
FDL15,OUT046,2578.0208
FDM10,OUT018,3320.1553
NCL05,OUT017,739.59906
DRK49,OUT010,140.21175
NCE18,OUT027,6367.067
FDG40,OUT049,619.6628
DRI59,OUT045,3397.269
FDK28,OUT035,3816.037
NCD06,OUT019,127.50474
FDO11,OUT019,1013.7999
FDK27,OUT046,1985.8337
FDT43,OUT027,1502.098
FDD38,OUT018,1431.6594
FDA16,OUT049,3610.1394
FDL14,OUT027,5324.5776
NCM17,OUT049,679.5426
FDD20,OUT045,1989.3317
FDA40,OUT045,1293.5466
FDL43,OUT045,1227.7456
FDV15,OUT045,1608.695
FDE52,OUT046,1295.1998
NCL17,OUT010,515.7864
NCJ31,OUT045,3171.501
FDR60,OUT045,1237.5575
NCA18,OUT035,2021.9464
FDS21,OUT027,1696.4415
FDW09,OUT035,1343.9231
FDL26,OUT035,2768.7598
FDS47,OUT018,1162.2661
FDC39,OUT046,3115.3118
FDT51,OUT035,1856.392
FDK40,OUT035,3336.818
NCG19,OUT045,2708.4377
FDZ07,OUT046,992.0539
FDF08,OUT027,2615.9731
FDO04,OUT013,845.01385
FDK41,OUT018,879.84827
FDP15,OUT049,4068.3691
NCD43,OUT018,1395.7177
NCP18,OUT013,2366.0142
FDZ51,OUT046,1548.2599
DRH13,OUT035,1703.2748
FDF38,OUT045,683.9859
NCI43,OUT045,778.55695
FDM38,OUT027,1761.9028
FDS03,OUT013,851.06714
DRJ47,OUT017,3622.1912
FDT50,OUT010,137.13353
FDV02,OUT046,3165.9187
NCG18,OUT017,1813.9528
FDW52,OUT046,3147.323
FDS40,OUT035,626.1151
FDN31,OUT017,3096.7363
FDA37,OUT045,1975.6235
FDA15,OUT046,3939.8933
FDL39,OUT046,2864.0994
FDJ53,OUT045,2036.9637
FDX22,OUT013,3859.7913
NCZ42,OUT045,3833.3247
FDD56,OUT027,5495.461
FDD40,OUT017,3345.6167
FDS50,OUT013,3352.019
NCN14,OUT013,3376.39
FDT15,OUT013,3559.7734
NCS18,OUT027,2516.2458
NCO26,OUT010,228.20493
FDF58,OUT018,746.5416
NCB19,OUT013,1385.3804
FDH26,OUT017,2288.5146
DRB24,OUT027,5289.037
FDA49,OUT018,1225.1536
FDB32,OUT045,1572.8783
FDI36,OUT017,3293.458
NCA17,OUT010,358.85043
FDH22,OUT013,2071.4292
NCM26,OUT018,2117.9807
FDT15,OUT027,5604.113
FDB16,OUT018,1080.1051
NCP54,OUT027,2772.4082
FDJ36,OUT013,1869.8693
FDO28,OUT045,2098.1877
FDU09,OUT013,818.72253
FDF29,OUT017,2032.4066
FDY08,OUT013,2158.3489
DRJ59,OUT018,324.79626
FDT23,OUT027,1919.1505
FDU15,OUT018,398.11694
FDT47,OUT013,1738.7988
FDI53,OUT019,583.7908
FDR59,OUT018,3750.105
FDD53,OUT035,675.3374
FDY51,OUT017,3732.312
FDT04,OUT049,703.21246
FDU51,OUT049,3252.183
FDG14,OUT035,2464.2576
NCU06,OUT045,4002.7073
DRG25,OUT046,3179.6562
DRH49,OUT035,1324.6969
FDN15,OUT035,2104.1526
FDL43,OUT018,921.1992
NCT18,OUT049,3380.0317
NCB31,OUT013,5248.9077
FDK57,OUT035,2051.491
FDY04,OUT019,582.83093
NCP54,OUT046,2163.4268
FDF41,OUT013,3747.6704
FDM01,OUT045,1679.304
FDW03,OUT045,1875.7996
FDF28,OUT045,2012.0149
FDY37,OUT017,2237.9436
FDQ03,OUT017,3232.8381
FDP51,OUT027,2598.8376
FDJ40,OUT017,1887.6074
FDC32,OUT049,1551.0321
DRI49,OUT027,2044.4951
NCW54,OUT017,937.13306
FDF09,OUT017,649.1474
FDP45,OUT018,3641.4902
DRJ23,OUT018,2810.471
FDS59,OUT017,1862.4753
FDY08,OUT046,2118.0684
FDX16,OUT049,2351.7605
FDY16,OUT018,3080.725
FDK32,OUT035,2763.0122
FDQ22,OUT013,710.87714
NCC31,OUT018,2699.4062
FDG58,OUT049,2748.962
DRF48,OUT013,3013.0015
DRH36,OUT049,1290.2986
NCR30,OUT035,1264.4886
FDB03,OUT019,243.80087
FDZ28,OUT027,3288.655
FDR35,OUT017,3260.9407
DRD15,OUT027,6017.7363
FDJ33,OUT019,333.11282
FDA56,OUT010,274.99362
FDP56,OUT046,709.6133
NCT30,OUT046,689.37506
FDK15,OUT017,1555.5895
FDH44,OUT018,1937.6295
FDV01,OUT013,2479.4668
DRG03,OUT017,2396.5715
FDG50,OUT027,2396.172
FDR16,OUT010,454.78308
FDZ60,OUT046,1939.8068
DRG03,OUT045,2466.6038
FDS56,OUT018,3232.2153
FDU33,OUT045,788.8596
DRD27,OUT035,1569.9032
FDW22,OUT046,3041.9966
DRA24,OUT045,3051.4343
FDF38,OUT049,705.3389
FDX48,OUT013,2618.629
FDS58,OUT018,2895.927
FDC32,OUT046,1546.8146
NCQ29,OUT045,3380.3896
DRK39,OUT018,940.34955
NCS38,OUT017,2064.37
DRO47,OUT013,1698.3809
DRG27,OUT027,1052.3228
FDC57,OUT027,5990.0317
FDS55,OUT046,2298.296
NCJ06,OUT018,1499.2268
FDO01,OUT019,188.75912
NCM55,OUT045,3015.9983
FDC52,OUT049,2499.0764
FDQ15,OUT045,1260.0133
NCT30,OUT027,1195.742
NCR42,OUT027,721.05383
FDD28,OUT035,862.9114
FDQ34,OUT049,1768.3353
FDZ12,OUT027,3211.1357
DRE13,OUT019,177.50156
NCN07,OUT019,303.863
FDM28,OUT035,3151.8464
FDI10,OUT017,3779.1074
FDQ25,OUT013,2983.4702
FDA38,OUT010,352.783
DRI13,OUT049,3539.2397
FDY20,OUT027,2782.7637
NCZ53,OUT035,3178.6526
NCM31,OUT013,2462.8342
DRB01,OUT017,3381.2708
DRF37,OUT046,2772.0884
NCF42,OUT049,3123.9382
FDF16,OUT018,1934.3011
FDB41,OUT013,793.8056
FDR34,OUT013,3524.6345
FDR15,OUT018,2257.1738
NCV42,OUT019,277.74377
FDW51,OUT035,3560.2744
FDU36,OUT017,1516.8468
FDX60,OUT049,1305.4559
FDY03,OUT035,2097.8762
FDW55,OUT045,3986.3115
FDT01,OUT010,792.5932
FDG58,OUT013,2572.596
FDK21,OUT017,5088.524
NCS41,OUT019,390.75156
FDS10,OUT045,3454.5227
NCT53,OUT046,2949.8262
FDJ28,OUT018,2620.161
FDX44,OUT045,1250.609
FDT20,OUT018,467.3808
FDO44,OUT017,1783.4069
NCX17,OUT049,3331.7373
FDY01,OUT017,1979.0359
FDJ12,OUT027,5304.5767
DRK35,OUT018,347.61057
FDD47,OUT019,591.0614
NCM53,OUT035,1953.6099
FDO45,OUT013,1328.8374
NCM42,OUT010,166.86302
FDE04,OUT046,2734.2322
NCI30,OUT027,5797.1665
FDZ19,OUT013,3054.5803
FDW57,OUT013,3365.0847
FDA25,OUT013,1900.2264
FDT22,OUT046,862.14185
FDP51,OUT013,2071.3281
FDD48,OUT027,2829.518
FDY39,OUT035,3399.4656
FDO48,OUT010,252.49985
FDD23,OUT027,5071.025
DRN35,OUT027,977.99475
FDT01,OUT035,3884.7075
FDC20,OUT010,195.9023
DRJ35,OUT035,935.3279
FDB32,OUT046,1483.3315
FDL24,OUT046,2839.0195
NCV42,OUT035,1845.0322
FDZ46,OUT046,1811.8635
FDC15,OUT013,2214.6118
FDD08,OUT019,89.45108
FDY50,OUT049,1286.4487
FDD36,OUT013,2024.0917
FDG57,OUT027,1474.3843
FDL21,OUT018,474.26508
FDN16,OUT027,2786.755
FDJ09,OUT027,1023.2606
FDS01,OUT010,375.25357
FDV33,OUT017,4231.2886
DRE12,OUT017,2028.5222
FDR07,OUT013,1628.155
FDP48,OUT010,809.783
NCB55,OUT035,926.54926
FDQ08,OUT013,840.52435
FDR34,OUT035,4100.742
FDO33,OUT046,1880.2816
FDP13,OUT045,701.8062
FDX12,OUT049,3592.6973
NCT06,OUT049,3172.9963
FDR16,OUT019,507.71518
FDE36,OUT046,3231.703
FDZ36,OUT049,2801.2112
FDV13,OUT045,1343.5033
NCZ17,OUT035,666.647
FDU56,OUT045,3296.0974
FDM09,OUT035,3682.6157
FDV02,OUT017,3404.1887
FDS34,OUT018,1394.1664
FDA11,OUT049,1526.8853
FDP09,OUT017,4516.8687
FDB29,OUT027,3027.6453
FDT19,OUT017,3029.538
DRH15,OUT017,687.00995
FDY38,OUT046,3061.2551
FDF14,OUT027,4031.3604
FDN48,OUT010,308.41205
FDQ12,OUT013,4158.035
NCJ43,OUT045,3009.0046
FDE17,OUT019,455.96548
FDB05,OUT035,4366.9253
FDH10,OUT045,2242.9167
NCR06,OUT017,696.78613
FDU32,OUT018,1408.6187
FDD56,OUT049,2956.4185
FDO36,OUT018,2879.4128
FDH16,OUT010,228.58101
FDX10,OUT018,435.24435
FDZ37,OUT017,1349.7286
FDU31,OUT010,733.45435
DRC49,OUT049,2036.7504
FDL15,OUT045,2608.9229
FDN32,OUT019,324.45474
DRH59,OUT027,1931.7961
NCU29,OUT049,2205.7007
FDR37,OUT019,542.3124
FDS14,OUT018,2970.4363
FDU02,OUT027,5664.355
FDJ08,OUT035,3497.4646
NCZ06,OUT045,4405.1
FDO31,OUT049,1352.9231
FDH31,OUT018,1317.8352
FDS58,OUT017,2956.783
NCA53,OUT027,1393.8328
FDF50,OUT046,2636.9622
NCW42,OUT049,3261.1587
NCQ17,OUT045,2454.9282
FDK51,OUT018,4653.604
NCW41,OUT010,550.4151
NCR29,OUT017,925.1458
FDB08,OUT019,484.67325
FDA40,OUT027,2251.226
FDL14,OUT018,2730.169
FDB47,OUT046,3055.8855
FDO03,OUT035,3660.4731
DRK13,OUT019,304.7679
FDX13,OUT010,1245.5758
FDF52,OUT046,2937.8442
FDT11,OUT013,2761.4568
FDB08,OUT013,2632.1292
FDQ28,OUT018,2312.2566
FDD29,OUT045,4605.8794
NCQ29,OUT027,5654.3184
NCO02,OUT013,849.5172
FDR56,OUT010,385.22937
NCM54,OUT049,2075.815
FDP51,OUT035,2005.8983
FDT38,OUT013,1270.9623
FDZ20,OUT018,3691.0354
FDJ53,OUT013,2020.914
FDX13,OUT049,4406.833
FDP58,OUT035,3543.6824
NCK31,OUT019,136.78941
FDA35,OUT018,1384.1426
FDV37,OUT018,2958.4214
NCO07,OUT027,5072.3647
FDA20,OUT045,2985.576
FDZ59,OUT035,2868.2446
NCY17,OUT017,734.5844
FDQ28,OUT035,2577.205
FDV35,OUT017,2517.5767
FDQ36,OUT013,640.3279
FDD34,OUT018,3068.0432
FDK51,OUT045,4246.749
FDV31,OUT035,2914.1052
FDR04,OUT035,1531.7926
FDR14,OUT049,880.5162
DRC36,OUT010,356.90955
FDE39,OUT019,308.89102
FDP57,OUT049,1848.4694
FDE57,OUT046,2268.8071
NCN18,OUT046,1808.456
NCQ05,OUT018,2062.7026
FDW47,OUT035,2082.3093
FDV46,OUT035,2183.9436
NCP29,OUT045,925.1397
FDE09,OUT018,1447.5304
NCU06,OUT027,6155.993
FDT19,OUT010,543.1361
DRF15,OUT017,2101.9487
DRI51,OUT013,3090.1526
NCX54,OUT013,1660.2189
DRE01,OUT013,4012.7808
NCB07,OUT045,2913.7144
FDU50,OUT035,2075.7273
FDG40,OUT035,629.36035
FDW10,OUT018,2904.2715
FDX51,OUT013,3383.0522
NCP17,OUT045,989.9854
FDP21,OUT035,3218.1848
FDL04,OUT045,1725.5026
FDV23,OUT013,2025.538
FDF24,OUT046,1358.0182
FDH56,OUT027,3297.9822
FDB51,OUT049,962.79626
FDI58,OUT027,2703.678
FDR20,OUT013,757.4993
FDC51,OUT018,1342.0598
FDB16,OUT027,2167.2068
FDE40,OUT049,997.68805
NCM17,OUT035,731.7644
FDU56,OUT035,3301.3037
FDS32,OUT019,324.70554
FDX02,OUT049,3338.8044
FDT39,OUT027,5088.9185
FDE35,OUT017,877.7418
NCI42,OUT019,862.8811
DRL23,OUT046,1749.4661
FDA10,OUT046,2130.1008
FDA11,OUT013,1452.402
NCM06,OUT046,2355.0562
NCT05,OUT035,4758.283
NCQ02,OUT010,520.13336
NCY06,OUT049,2035.5231
FDY56,OUT035,3369.9575
FDL02,OUT035,1896.1466
NCI06,OUT035,3018.8347
FDQ14,OUT045,2094.7292
FDQ12,OUT017,3697.5286
FDP36,OUT046,744.0294
FDK21,OUT027,6370.9023
FDO40,OUT045,2382.444
NCK54,OUT019,300.91125
FDY09,OUT018,3111.7256
NCW30,OUT049,4834.243
NCC55,OUT027,721.05383
FDE58,OUT018,1568.222
FDR39,OUT013,3599.4812
FDU28,OUT049,3304.5479
FDH08,OUT017,3502.7302
FDG35,OUT045,3086.7336
FDG22,OUT049,696.03503
FDC34,OUT035,3141.4985
FDP15,OUT018,3782.3735
FDK34,OUT010,209.0606
FDU45,OUT035,2154.5864
FDQ04,OUT027,843.4469
FDX22,OUT018,3352.0361
FDB45,OUT017,1781.2225
NCH43,OUT027,5196.369
DRE60,OUT046,3186.3794
FDD17,OUT027,5850.187
NCM54,OUT017,2147.1626
NCH55,OUT013,2074.378
NCT06,OUT017,2977.0193
FDA48,OUT027,5018.126
FDY58,OUT027,6076.3525
FDO25,OUT045,4366.8135
FDN50,OUT045,1546.2004
FDH35,OUT035,3618.4492
FDK09,OUT045,3238.7917
FDO16,OUT013,1223.4141
FDW11,OUT045,983.7295
FDU47,OUT027,3677.266
NCQ42,OUT010,237.82962
FDK55,OUT027,2536.7764
FDN08,OUT049,2042.5321
FDT57,OUT045,2966.8188
FDJ12,OUT018,3512.7324
DRL59,OUT017,681.8124
NCN53,OUT046,768.3773
FDO51,OUT010,89.018715
FDK56,OUT017,3203.866
FDY12,OUT035,770.54205
FDU15,OUT035,675.65356
FDQ19,OUT046,3273.325
DRF15,OUT045,2426.7954
DRE25,OUT019,226.82823
FDK57,OUT018,1372.2555
FDD33,OUT010,452.387
FDR34,OUT027,6157.847
FDU04,OUT045,1990.3939
FDE35,OUT019,238.04431
NCD31,OUT035,3024.4707
FDJ56,OUT035,1578.1572
NCU53,OUT046,2855.7632
FDD39,OUT035,3834.1948
NCU17,OUT019,289.5099
FDJ20,OUT046,2137.77
NCW41,OUT018,2785.554
FDL52,OUT035,682.0743
FDS39,OUT035,2161.2974
DRJ47,OUT045,3068.221
FDP13,OUT010,118.713486
DRK39,OUT010,172.08865
FDF28,OUT010,205.65341
FDB09,OUT045,2011.1713
FDM51,OUT046,1392.6743
DRM49,OUT018,535.97186
DRF23,OUT013,2751.5022
DRH01,OUT035,3287.9944
FDH12,OUT027,2664.5793
FDA28,OUT019,289.0696
FDW37,OUT018,1313.2366
FDF02,OUT046,1896.0323
DRL37,OUT046,662.7241
NCF43,OUT046,2035.5068
FDH08,OUT010,783.62445
FDR34,OUT019,292.02792
NCK19,OUT049,3041.674
NCD55,OUT018,534.5908
FDT27,OUT049,2879.8572
FDQ57,OUT045,2302.516
FDA47,OUT035,2887.3337
DRG15,OUT027,1857.4443
FDE05,OUT018,2090.9414
FDN46,OUT046,1759.6321
FDX27,OUT027,2455.6306
FDT51,OUT045,1744.9509
FDU33,OUT013,684.2734
FDJ16,OUT027,1502.1636
FDD20,OUT019,317.33145
FDT36,OUT049,656.5623
DRF15,OUT027,3589.3289
FDN52,OUT010,208.93852
FDC22,OUT027,5298.5493
FDX15,OUT045,3036.5798
FDT13,OUT013,3343.182
FDU04,OUT017,2043.0107
FDU31,OUT019,613.9921
FDW59,OUT027,2225.899
NCO29,OUT046,2719.0706
FDL15,OUT035,2621.8618
FDI41,OUT049,2394.9514
FDQ48,OUT049,1726.3329
DRI39,OUT013,834.1107
FDI08,OUT013,4658.317
FDC21,OUT049,1872.6887
FDF58,OUT035,1081.9633
FDS08,OUT010,566.766
FDE47,OUT045,2127.2974
NCP18,OUT019,388.09213
NCR41,OUT013,1497.6693
FDA27,OUT013,4261.3945
FDA43,OUT035,3334.7046
FDA49,OUT045,1374.3898
NCE55,OUT018,3338.955
DRM49,OUT027,1171.0435
FDF22,OUT027,4655.8276
FDQ15,OUT018,917.6398
NCS54,OUT017,3434.5488
NCY05,OUT013,622.9027
FDR45,OUT046,3936.8784
FDK57,OUT049,2000.4244
FDF41,OUT010,1313.6824
FDV21,OUT046,2162.342
FDD51,OUT046,784.54803
FDF33,OUT046,1827.693
FDA38,OUT046,3475.0566
FDR56,OUT045,3055.6726
NCN41,OUT017,2170.1035
FDC60,OUT027,2127.4927
FDB47,OUT045,3727.8354
DRH01,OUT013,2812.0425
FDW08,OUT046,1795.4128
FDF38,OUT027,1133.0006
FDY32,OUT017,2740.8618
FDG34,OUT049,1850.5936
FDG47,OUT019,-94.035164
NCF18,OUT035,3134.045
FDL39,OUT019,428.09375
NCH55,OUT035,2159.691
DRJ35,OUT049,904.3088
FDS44,OUT035,3757.5896
DRE01,OUT018,3285.7092
FDY39,OUT013,3684.7065
FDY32,OUT018,3018.2026
FDR33,OUT027,3016.4097
NCP50,OUT049,1328.9264
FDZ47,OUT018,1272.9094
FDU57,OUT049,2570.7576
FDY44,OUT013,3347.0305
DRH59,OUT018,814.9554
FDB03,OUT027,5658.9233
FDY46,OUT045,3168.9424
FDM39,OUT045,2774.4072
FDY36,OUT035,1238.5913
NCM55,OUT035,3166.9204
FDJ50,OUT010,151.14368
DRL60,OUT013,2410.6113
NCJ54,OUT049,2885.136
FDX59,OUT017,583.0371
FDI07,OUT013,3395.3713
DRF51,OUT010,105.36398
FDM14,OUT017,1783.8193
FDP21,OUT045,3275.5693
FDE40,OUT035,1059.442
FDE05,OUT035,2289.955
FDM13,OUT027,2742.0195
FDC34,OUT027,4914.5073
NCI55,OUT018,1463.6992
NCE43,OUT018,2896.5364
FDW58,OUT018,1396.6594
FDG60,OUT045,3161.9185
FDV31,OUT017,3183.109
FDR47,OUT013,3408.0159
FDM60,OUT019,136.48146
NCF06,OUT018,3276.7083
NCN26,OUT027,2287.5618
FDQ59,OUT049,1464.9609
FDF09,OUT046,666.388
NCS06,OUT017,4117.9434
FDT44,OUT046,2053.0325
FDI19,OUT017,2907.0222
FDT22,OUT017,971.8223
NCF54,OUT027,5362.386
DRG25,OUT045,3281.046
FDB59,OUT017,3128.592
FDQ37,OUT017,3389.7117
FDP56,OUT035,757.33325
FDW44,OUT035,3205.5789
FDJ26,OUT010,626.66437
FDU43,OUT018,3530.854
FDW33,OUT045,1684.1389
NCX53,OUT027,2922.4402
FDN56,OUT010,472.15894
DRF15,OUT049,2252.2292
FDO33,OUT017,2125.4453
FDZ39,OUT010,222.35197
NCJ19,OUT017,985.77496
FDU01,OUT035,3692.343
FDT12,OUT035,3138.2512
NCM18,OUT018,831.42413
FDP19,OUT017,2011.438
NCR42,OUT049,570.7404
FDN10,OUT046,2108.5862
FDG44,OUT017,941.649
FDQ10,OUT046,3737.816
DRH13,OUT049,1584.0964
FDT52,OUT013,3968.4148
FDM56,OUT045,1903.0239
NCO43,OUT010,252.37146
NCV29,OUT035,3143.393
NCF06,OUT013,4799.115
FDO50,OUT035,1469.3461
FDT59,OUT013,4058.27
FDX40,OUT027,826.9813
FDE50,OUT017,3513.5742
FDX51,OUT017,3410.011
NCD30,OUT018,1304.2444
FDK15,OUT013,1612.9701
FDL12,OUT045,1118.892
FDK46,OUT017,3914.3918
DRH49,OUT010,182.9398
FDQ57,OUT046,2376.2563
FDY59,OUT017,1483.8745
FDO09,OUT018,3202.531
NCG30,OUT035,2205.4146
FDM09,OUT017,3147.0457
NCN17,OUT027,2822.9873
NCS42,OUT013,1248.0302
FDD02,OUT019,356.93777
FDE34,OUT013,3618.9485
FDU38,OUT045,3691.247
FDB33,OUT046,2800.1152
NCJ29,OUT017,1324.9464
FDZ27,OUT035,762.1199
FDI40,OUT013,1494.1567
FDG22,OUT013,640.03326
FDT51,OUT017,1856.4838
FDF20,OUT018,2748.9475
FDV50,OUT035,2143.1685
FDT02,OUT049,644.086
DRC49,OUT017,2427.413
FDF26,OUT049,2358.7583
FDV52,OUT035,1978.5726
FDX59,OUT049,620.20416
FDV25,OUT035,4060.6775
FDW23,OUT027,982.8372
FDE53,OUT018,1331.035
FDA19,OUT017,2094.817
FDH22,OUT046,2077.294
NCO41,OUT013,1478.9819
FDX12,OUT017,4078.7073
FDF17,OUT013,2820.2651
FDS11,OUT045,3722.3652
FDR51,OUT035,2300.3054
FDT49,OUT010,199.44366
FDC56,OUT013,2020.4304
FDR13,OUT027,2866.6846
FDQ60,OUT035,2026.1102
FDN38,OUT049,4365.891
NCL29,OUT013,2729.6206
FDO13,OUT027,4406.014
FDE26,OUT018,1955.8468
FDA31,OUT010,605.79517
FDX14,OUT035,1267.4482
FDA34,OUT045,3262.0813
FDF26,OUT013,2421.0188
FDE38,OUT045,2970.451
DRI11,OUT046,1959.4048
FDQ60,OUT027,2593.6243
FDL21,OUT027,1035.5022
DRC12,OUT027,6375.8467
FDC47,OUT046,3196.5105
FDE57,OUT045,1903.1561
FDT14,OUT045,2069.4224
NCZ53,OUT046,2801.9595
FDE28,OUT018,3489.993
FDR19,OUT035,2594.3
NCF54,OUT019,291.7576
FDZ08,OUT046,1366.4681
NCJ05,OUT018,2497.7004
FDF59,OUT046,2181.491
NCO05,OUT035,1723.8573
FDW24,OUT018,523.0625
NCX42,OUT018,2924.521
NCA53,OUT035,762.64624
FDI45,OUT019,179.58958
FDG46,OUT046,1954.8761
FDM20,OUT010,377.30017
FDW11,OUT010,222.40746
FDX08,OUT035,2912.7727
NCK17,OUT035,707.3176
FDK32,OUT018,2233.3967
NCA42,OUT035,2842.464
DRI01,OUT035,3397.856
NCL55,OUT049,4147.3916
DRE25,OUT018,1222.056
FDD14,OUT017,3396.4001
FDB10,OUT046,3757.1301
DRN11,OUT035,2272.3674
FDP38,OUT018,560.7285
NCA30,OUT017,3377.1516
FDT15,OUT017,3483.269
NCP55,OUT018,744.935
FDF12,OUT035,2279.6704
FDM21,OUT018,3929.3684
FDX56,OUT035,4056.7341
FDF10,OUT017,2452.3027
FDT32,OUT045,3332.0024
FDM51,OUT018,1316.5913
NCR50,OUT018,2314.169
FDI19,OUT049,3106.298
FDX21,OUT017,1684.3405
FDR31,OUT035,2488.1426
FDY02,OUT013,6001.4775
NCA29,OUT045,3713.0186
NCX17,OUT046,2593.7356
FDM12,OUT045,3256.721
FDI53,OUT027,4719.1533
NCU30,OUT049,3040.4153
FDC56,OUT027,3226.1318
FDK27,OUT018,1330.1832
NCK18,OUT017,3302.4114
