Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT45,OUT017,1023.334840823966
NCC54,OUT027,4066.537991198521
FDP08,OUT018,2700.289845747893
FDU44,OUT046,2481.378566409377
DRG39,OUT035,1129.6479656802733
FDU32,OUT049,2049.0160598554335
FDY27,OUT049,2893.4861112072276
NCP54,OUT013,2067.2914429022408
NCZ41,OUT049,1935.5651203579362
DRL49,OUT013,1547.182654570244
FDI05,OUT018,977.8633331865599
FDY56,OUT045,3772.471117480178
DRC13,OUT013,2014.919734426291
NCV29,OUT017,3025.447630850666
FDR24,OUT049,1416.5037348778574
FDZ34,OUT018,2873.6337946536346
FDP37,OUT035,1891.4089037950823
FDX08,OUT027,3287.456053720047
FDS57,OUT045,1867.319964444173
NCG18,OUT049,1851.549912619932
FDK25,OUT018,2184.6986545953628
FDH53,OUT049,1502.5836646157975
DRI59,OUT018,3567.8985196760914
FDA52,OUT046,2736.0025862179627
FDT20,OUT010,-880.8974708003078
FDE36,OUT019,2924.7932602605024
FDI24,OUT017,2955.550730491947
FDB28,OUT018,3070.0635607439253
FDV11,OUT017,2955.550730491947
FDP01,OUT046,2426.425324119632
FDD34,OUT027,2994.690160619222
FDJ50,OUT027,1306.4693299204378
FDZ44,OUT013,1918.1367720821427
DRO59,OUT035,1435.7494194581475
DRB48,OUT045,738.4978021448711
FDR21,OUT018,2581.0404113473583
NCE42,OUT010,1981.2966080740243
FDO23,OUT046,1437.0714784823324
NCE30,OUT018,2776.244341665033
FDQ22,OUT035,847.3562924638254
FDY01,OUT045,1633.3957426560294
FDS08,OUT017,2879.8581779955853
FDG28,OUT018,3569.2654070625354
FDQ51,OUT018,729.4601110236093
FDB05,OUT017,4255.241427191445
FDO56,OUT049,1887.5147341235806
FDE02,OUT018,1153.6222412226327
FDN45,OUT017,3731.306502913801
FDS09,OUT013,868.8502882069538
NCA54,OUT018,2671.170506824445
FDP09,OUT010,1529.359422391245
FDC53,OUT045,1701.5929802940707
NCM55,OUT017,3293.378007632984
FDL09,OUT018,2262.3303909222172
FDA11,OUT019,2062.9071197108824
FDA50,OUT045,1744.4119149984979
FDC23,OUT017,3018.3098162094757
FDE22,OUT049,2621.788016694827
FDD23,OUT046,3101.1947896438905
NCA29,OUT049,2914.5539097956525
FDK38,OUT046,2433.5631387608223
DRC13,OUT046,2014.919734426291
NCP43,OUT049,2907.4160951544623
FDX28,OUT049,1563.0751695207114
FDF08,OUT049,1492.1962873742182
FDZ33,OUT046,2343.049556992633
FDD10,OUT049,2842.697731766757
FDO58,OUT017,2686.2675951098777
FDI50,OUT017,3935.27102417949
FDO58,OUT045,2577.409104790924
FDX08,OUT013,2919.733912365283
NCK17,OUT010,-956.5900232966687
FDF39,OUT035,4085.0629772338293
FDU45,OUT010,267.9049557401487
NCJ18,OUT018,1374.8817284715853
DRC27,OUT019,4066.537991198521
DRC25,OUT035,1477.34418092675
FDU59,OUT035,2722.17762925925
FDU28,OUT035,3243.421258287365
NCP30,OUT046,682.1330508613013
FDB39,OUT018,709.9037527009255
FDE41,OUT013,1330.0357009727636
DRH11,OUT010,-764.8119318484102
FDA58,OUT045,3695.6710780101866
FDU50,OUT046,1887.516199722196
FDM34,OUT013,1977.1613474251533
FDM44,OUT027,2093.5276920708293
FDR39,OUT045,3125.0099941968892
FDM25,OUT045,2770.999687676631
FDQ49,OUT049,2566.8347744050825
DRH25,OUT018,742.0422660585083
FDM09,OUT027,3217.5591533613274
FDL44,OUT019,2994.690160619222
NCR42,OUT018,427.612079484477
DRL59,OUT046,1063.210575193663
FDX43,OUT013,2697.333125845973
DRK47,OUT010,2093.182835126757
FDU48,OUT018,1639.810008910778
FDY12,OUT045,614.7298311407877
NCN43,OUT018,1732.1931498198514
NCM55,OUT018,2926.005503129585
FDQ21,OUT027,2361.5740771926307
FDX13,OUT035,4068.8079972440996
NCK30,OUT027,4289.221658644878
FDG20,OUT049,2770.098911647105
DRG27,OUT017,598.1578773633778
FDY14,OUT018,3938.7638556058655
FDP59,OUT035,1311.1316318949885
FDU60,OUT017,2805.4618034616888
NCC18,OUT019,2488.764922461312
DRJ39,OUT017,3148.1627951721275
FDS07,OUT049,1755.4063908867886
FDM08,OUT027,4090.966322192562
FDP51,OUT045,1936.7431363645749
FDU16,OUT035,1428.6116048169574
FDH12,OUT013,1695.1849783561186
DRE48,OUT010,1626.3653890887445
NCL42,OUT027,4263.364697823018
FDR21,OUT045,2839.5544255318023
NCW29,OUT035,2173.0051613876244
FDO11,OUT013,4027.812642146421
NCM31,OUT049,2018.395487495487
FDV35,OUT019,1615.5796831434836
FDF58,OUT017,1056.2084586158992
NCE43,OUT049,2565.2233170105656
FDA02,OUT035,3215.4988669485138
DRL37,OUT010,-769.1329704562296
FDR24,OUT018,1120.7486234306998
FDW59,OUT049,1509.7214792569882
FDS22,OUT049,815.0152274063579
FDW24,OUT017,1005.1845790522842
FDU24,OUT035,1549.9230116089068
FDA21,OUT027,3533.6352943863603
FDH58,OUT027,2285.8589134369063
FDW36,OUT018,1357.8336398417434
FDI45,OUT027,3248.179725721274
FDU01,OUT018,2876.0487537839667
FDF35,OUT027,1811.9314344782879
FDU43,OUT019,4066.537991198521
FDE24,OUT019,2717.5429641083992
FDK50,OUT049,2621.788016694827
FDG31,OUT045,968.4177668853692
FDC60,OUT045,1388.7129862905867
FDL36,OUT013,1458.0999619450745
FDP21,OUT013,3165.9131530315963
FDW16,OUT045,1485.575762471451
FDX02,OUT017,3881.329607799132
FDQ58,OUT027,2946.8747329706675
FDT51,OUT046,1840.3263374749347
FDD59,OUT049,1439.824578898268
NCM42,OUT018,1464.1467646980511
FDA57,OUT018,420.4742648432867
FDZ48,OUT035,1938.902241319128
FDE46,OUT045,2568.870005141142
NCZ30,OUT019,2317.923512393349
FDB56,OUT017,3241.006299157033
FDA25,OUT027,2062.9071197108824
FDD20,OUT013,2046.2236443138165
FDL25,OUT013,1154.7525682365292
NCO18,OUT049,2914.5539097956525
FDJ45,OUT017,757.2261969867383
FDR12,OUT035,2833.667416691303
NCF19,OUT010,-746.3900282322594
FDK25,OUT046,2446.357440613377
NCR17,OUT046,1918.1367720821427
FDC52,OUT046,2518.808465028705
NCA54,OUT017,3038.543011327843
FDR45,OUT010,2291.3764291376965
NCM19,OUT049,1887.5147341235806
FDF39,OUT027,4107.918894099781
FDX23,OUT049,1759.9018761452091
FDD58,OUT027,1987.2145672145225
FDX28,OUT013,1528.978844091568
NCD31,OUT013,2626.968019264457
FDU57,OUT018,2306.989697107297
FDI27,OUT046,834.7524971791954
NCM42,OUT046,1725.8055507160655
FDD32,OUT027,1804.070967183836
FDI34,OUT013,3798.93673333416
NCM29,OUT049,2088.2923878542065
FDG46,OUT018,1656.4779860641281
DRC01,OUT010,-640.0769033759514
FDB15,OUT027,3787.0463085084702
NCA17,OUT027,2842.880041584189
FDF10,OUT046,2310.651714500538
FDR26,OUT027,3183.4613623335686
FDI02,OUT049,1751.0354633439551
NCM54,OUT010,497.12310659944137
FDF14,OUT013,2539.87626361713
FDJ33,OUT010,193.77571289089596
FDM20,OUT035,4001.356274953639
FDC03,OUT027,3503.0147220264143
NCX05,OUT046,1773.6817739335947
NCM41,OUT027,1804.070967183836
NCU29,OUT010,935.6101362865736
FDQ59,OUT017,1435.7494194581475
FDH46,OUT010,155.63721441326626
FDH09,OUT013,793.1577357105928
NCD06,OUT045,699.4993821088326
FDC15,OUT035,2356.855909868781
DRD37,OUT027,1246.1252033332405
FDT28,OUT027,2801.2852801155873
FDR28,OUT027,2955.4138326204493
FDT38,OUT017,1428.6116048169574
FDV34,OUT027,1318.2168814852796
FDY52,OUT035,1056.2084586158992
FDB34,OUT013,1488.7205343050214
DRL23,OUT018,1496.2852780556339
DRB24,OUT046,2579.152591615903
FDJ50,OUT046,1010.8388667177127
FDQ49,OUT035,2638.452167461324
FDP20,OUT035,2048.777274882779
FDV19,OUT027,2955.4138326204493
NCR54,OUT045,3243.912309182157
FDO09,OUT010,1108.5064449784104
FDS57,OUT018,1561.2783623687296
FDN10,OUT049,1887.5147341235806
FDV23,OUT049,1852.1893532309368
FDY28,OUT049,2802.0869591645355
DRG51,OUT013,2566.6238926772603
FDD45,OUT019,801.5089702424182
NCL18,OUT027,3252.0390367938185
NCM29,OUT013,2054.196062425064
FDF17,OUT027,3533.6352943863603
FDE22,OUT017,2693.4054097510684
FDQ22,OUT017,847.3562924638254
FDS01,OUT013,2919.733912365283
FDW35,OUT027,1035.9252082688313
FDJ33,OUT046,2043.691953934472
NCF54,OUT035,2914.315124822997
FDE09,OUT013,1765.0818787148385
NCE06,OUT045,2613.319138940295
DRH49,OUT049,1463.3073366170242
FDY43,OUT045,2580.353928223802
NCT05,OUT017,4172.802688630579
FDZ34,OUT045,3132.1478088380786
FDL38,OUT017,1633.7105807891787
FDZ31,OUT017,3127.1718733684324
FDR14,OUT035,795.6799996117815
NCN54,OUT049,1502.5836646157975
NCC42,OUT027,2317.923512393349
FDK08,OUT017,1810.4514706130249
FDP59,OUT013,1205.4179134096041
FDV22,OUT035,2724.709319638594
FDD33,OUT035,3738.444317554993
DRE60,OUT027,3915.683189456328
FDK52,OUT046,3791.7989186929694
FDA02,OUT017,2789.5025073075103
FDM56,OUT049,1781.6530122612119
FDE57,OUT035,2120.6334529116743
FDM32,OUT045,1465.3425673530835
NCQ30,OUT027,2382.641875781055
FDQ27,OUT027,2072.4598934824053
FDT60,OUT027,2352.0213034211083
FDU43,OUT049,3816.2879423998997
NCO55,OUT035,1860.2914887096308
FDG02,OUT045,3141.700582609601
FDJ28,OUT013,3205.1894810303693
FDP40,OUT045,1483.5211071442277
FDJ38,OUT045,3162.768381198025
NCC54,OUT017,3797.391753687951
NCZ41,OUT046,1901.4687949287925
FDK38,OUT019,2886.53060638347
FDU52,OUT013,2433.5631387608223
FDC40,OUT046,1382.4074094487135
NCR30,OUT017,1039.517870203187
NCN18,OUT017,1770.2811479242457
FDB50,OUT035,1260.466286721913
FDG04,OUT013,3144.8453544431713
FDR26,OUT035,2914.315124822997
NCT17,OUT018,2904.254367013581
FDX35,OUT027,4166.658874688924
FDS12,OUT046,1733.323476833748
NCZ29,OUT027,2352.0213034211083
FDB38,OUT010,976.2877492939377
FDP12,OUT013,624.5525021147864
FDP22,OUT046,755.0158624183533
FDS26,OUT018,3998.0413301117815
FDR52,OUT046,3135.2925806716494
DRJ13,OUT046,2481.378566409377
FDU48,OUT027,2276.328750924747
FDE29,OUT035,795.6799996117815
NCT29,OUT049,1942.702934999126
DRK37,OUT018,2991.8716425454604
FDK55,OUT046,1429.2110111878806
FDR07,OUT046,2256.3260824676167
FDO21,OUT027,4176.211648460445
FDK46,OUT049,4165.848911835641
FDB12,OUT045,1525.8340722579974
FDT31,OUT027,3512.567495797936
FDJ33,OUT045,2040.5471821009012
FDC26,OUT027,1896.7009854463324
NCQ02,OUT045,3141.700582609601
FDP08,OUT010,327.2088526191422
FDB11,OUT027,4090.966322192562
FDV55,OUT013,2517.966140848678
FDW20,OUT049,2041.8782452142425
NCJ18,OUT019,1054.9311448222936
FDC41,OUT018,1030.2350416625102
FDE14,OUT027,2093.5276920708293
FDG35,OUT013,2445.315273327932
FDF45,OUT035,1049.0706439747084
FDS19,OUT027,1697.7578423275281
FDS58,OUT019,2955.4138326204493
FDA26,OUT017,3904.6504518195443
FDM32,OUT049,1502.5836646157975
FDL45,OUT046,2067.2914429022408
FDZ55,OUT049,2621.788016694827
FDY37,OUT049,2101.3877683313826
FDO46,OUT046,3144.8453544431713
FDQ60,OUT046,1721.3100654576447
FDA19,OUT018,1646.9478235519687
FDL15,OUT046,2468.0200855882345
FDM10,OUT018,2882.9409528124434
NCL05,OUT017,723.1284059589799
DRK49,OUT010,-904.2183148207184
NCE18,OUT027,4434.811111499957
FDG40,OUT049,775.7388994075849
DRI59,OUT045,3826.412533860536
FDK28,OUT035,4005.648685016423
NCD06,OUT019,985.5967443291228
FDO11,OUT019,4289.221658644878
FDK27,OUT046,1897.068973493718
FDT43,OUT027,1306.4693299204378
FDD38,OUT018,1495.4506745855767
FDA16,OUT049,3863.653631123249
FDL14,OUT027,2907.5984049718945
NCM17,OUT049,692.7466185716879
FDD20,OUT045,2103.422999067442
FDA40,OUT045,1464.5079638830268
FDL43,OUT045,1433.204053995501
FDV15,OUT045,1441.0645212899524
FDE52,OUT046,1436.3488258290713
NCL17,OUT010,1321.0389694198318
NCJ31,OUT045,3603.763712400952
FDR60,OUT045,1203.9795048789088
NCA18,OUT035,1917.5373657112186
FDS21,OUT027,1378.5610080724769
FDW09,OUT035,1594.4342527904055
FDL26,OUT035,2617.3843688728994
FDS47,OUT018,945.4654906944653
FDC39,OUT046,3076.619464077885
FDT51,OUT035,1946.0400559603174
FDK40,OUT035,3845.9104712304024
NCG19,OUT045,3603.763712400952
FDZ07,OUT046,1052.7064667030709
FDF08,OUT027,1697.7578423275281
FDO04,OUT013,1023.9342471948897
FDK41,OUT018,1030.2350416625102
FDP15,OUT049,4083.660103691568
NCD43,OUT018,1503.4230926968241
NCP18,OUT013,2539.87626361713
FDZ51,OUT046,1704.737752127641
DRH13,OUT035,1831.5192692014493
FDF38,OUT045,686.1260936689207
NCI43,OUT045,889.1882740921397
FDM38,OUT027,1368.0568995818849
FDS03,OUT013,940.9419663589931
DRJ47,OUT017,2914.315124822997
FDT50,OUT010,-95.33847081932926
FDV02,OUT046,2826.5161679861517
NCG18,OUT017,1923.1673056761729
FDW52,OUT046,2640.0633997416344
FDS40,OUT035,826.2884938754007
FDN31,OUT017,3241.006299157033
FDA37,OUT045,1905.461837736412
FDA15,OUT046,4067.0889701451933
FDL39,OUT046,2826.5161679861517
FDJ53,OUT045,1981.154390232773
FDX22,OUT013,3397.4920496692
NCZ42,OUT045,3871.4299860462597
FDD56,OUT027,3051.3530190967767
FDD40,OUT017,3303.765384874562
FDS50,OUT013,3775.615889313749
NCN14,OUT013,3137.707539801981
FDT15,OUT013,3101.1947896438905
NCS18,OUT027,2093.5276920708293
NCO26,OUT010,181.76230151479237
FDF58,OUT018,688.8359541125009
NCB19,OUT013,1465.1210453372526
FDH26,OUT017,2113.495638270484
DRB24,OUT027,2946.8747329706675
FDA49,OUT018,1061.239100313559
FDB32,OUT045,1754.7992922400774
FDI36,OUT017,3250.5590729285555
NCA17,OUT010,962.5701126731416
FDH22,OUT013,1733.323476833748
NCM26,OUT018,2250.0118643695005
FDT15,OUT027,3468.9169309986546
FDB16,OUT018,1109.9716764233522
NCP54,OUT027,2382.641875781055
FDJ36,OUT013,1581.350552567518
FDO28,OUT045,1884.3714278886248
FDU09,OUT013,940.9419663589931
FDF29,OUT017,2212.2814893863974
FDY08,OUT013,1733.323476833748
DRJ59,OUT018,466.88840748325
FDT23,OUT027,1773.450394823889
FDU15,OUT018,479.9837879604273
FDT47,OUT013,1878.1411896356485
FDI53,OUT019,2934.3460340320244
FDR59,OUT018,3572.101019875353
FDD53,OUT035,782.6379290761203
FDY51,OUT017,3904.6504518195443
FDT04,OUT049,578.9121927830878
FDU51,OUT049,2936.1883146626433
FDG14,OUT035,2539.2768572462064
NCU06,OUT045,3848.16366997654
DRG25,OUT046,3205.1894810303693
DRH49,OUT035,1534.9247296732647
FDN15,OUT035,2212.2814893863974
FDL43,OUT018,1174.690039811057
NCT18,OUT049,3146.068062080381
NCB31,OUT013,4041.239004638308
FDK57,OUT035,1993.2299182075797
FDY04,OUT019,2924.7932602605024
NCP54,OUT046,2067.2914429022408
FDF41,OUT013,3614.046298875713
FDM01,OUT045,1701.5929802940707
FDW03,OUT045,1874.9964178020784
FDF28,OUT045,2064.146671068669
FDY37,OUT017,2173.0051613876244
FDQ03,OUT017,4023.107411069642
FDP51,OUT027,2255.2383410769603
FDJ40,OUT017,1913.166438168385
FDC32,OUT049,1555.9373548795206
DRI49,OUT027,1522.4747095912937
NCW54,OUT017,1106.0484767125047
FDF09,OUT017,773.9167853994506
FDP45,OUT018,3818.5255646043574
DRJ23,OUT018,2897.1165523723907
FDS59,OUT017,1954.7611996369876
FDY08,OUT046,1733.323476833748
FDX16,OUT049,2536.2142020451365
FDY16,OUT018,2925.8887718805718
FDK32,OUT035,2676.8938919900393
FDQ22,OUT013,741.6425739784418
NCC31,OUT018,2317.493805597889
FDG58,OUT049,2543.352016686327
DRF48,OUT013,3059.600028175288
DRH36,OUT049,1058.0305726240329
NCR30,OUT035,1504.3041573133182
FDB03,OUT019,2703.766920743089
FDZ28,OUT027,2276.328750924747
FDR35,OUT017,3310.9031995157525
DRD15,OUT027,4090.966322192562
FDJ33,OUT019,2101.045618188512
FDA56,OUT010,417.8653361380625
FDP56,OUT046,834.7524971791954
NCT30,OUT046,868.8502882069538
FDK15,OUT017,1634.6925625769516
FDH44,OUT018,2250.0118643695005
FDV01,OUT013,2502.117876615993
DRG03,OUT017,2591.6485657221565
FDG50,OUT027,1843.347295182609
FDR16,OUT010,1228.4428697925407
FDZ60,OUT046,1521.8410294503774
DRG03,OUT045,2482.7900754032016
FDS56,OUT018,3667.346458942988
FDU33,OUT045,614.7298311407877
DRD27,OUT035,1863.657782559032
FDW22,OUT046,3808.4895071056817
DRA24,OUT045,2577.409104790924
FDF38,OUT049,723.3671909316347
FDX48,OUT013,2532.7384489759397
FDS58,OUT018,2365.3092332464425
FDC32,OUT046,1521.8410294503774
NCQ29,OUT045,3687.7297438156565
DRK39,OUT018,1068.3769149547495
NCS38,OUT017,2052.622710075708
DRO47,OUT013,1664.5674294388614
DRG27,OUT027,860.1663002327577
FDC57,OUT027,3427.322169530053
FDS55,OUT046,2509.255691257184
NCJ06,OUT018,1649.3401714229374
FDO01,OUT019,2382.641875781055
NCM55,OUT045,3184.519517314029
FDC52,OUT049,2552.9047904578492
FDQ15,OUT045,1144.469981761768
NCT30,OUT027,1236.5724295617176
NCR42,OUT027,1056.9930068572555
FDD28,OUT035,1056.2084586158992
FDQ34,OUT049,1478.3056185526666
FDZ12,OUT027,2138.287581265557
DRE13,OUT019,1739.3526037961303
NCN07,OUT019,2276.328750924747
FDM28,OUT035,2973.8246479401378
FDI10,OUT017,2955.550730491947
FDQ25,OUT013,2727.9536982059194
FDA38,OUT010,2443.7120680572807
DRI13,OUT049,3175.3312532318
FDY20,OUT027,1773.450394823889
NCZ53,OUT035,3271.6268715169795
NCM31,OUT013,3026.792867627235
DRB01,OUT017,3241.006299157033
DRF37,OUT046,3909.4523583897276
NCF42,OUT049,2685.3293606790603
FDF16,OUT018,2247.596905239169
FDB41,OUT013,695.5063393012126
FDR34,OUT013,3921.205342168829
FDR15,OUT018,2278.2174775991157
NCV42,OUT019,2122.8031525618153
FDW51,OUT035,3316.844063825159
FDU36,OUT017,1766.8009058137438
FDX60,OUT049,1492.1962873742182
FDY03,OUT035,2045.6016266835293
FDW55,OUT045,4063.944198311624
FDT01,OUT010,40.620631572722566
FDG58,OUT013,2509.255691257184
FDK21,OUT017,4112.458562043381
NCS41,OUT019,3562.4075138945423
FDS10,OUT045,3155.6305665568348
NCT53,OUT046,2675.308966797563
FDJ28,OUT018,2943.530695012355
FDX44,OUT045,1368.4856906077955
FDT20,OUT018,427.612079484477
FDO44,OUT017,1860.2914887096308
NCX17,OUT049,3318.837662822748
FDY01,OUT017,1742.2542329749842
FDJ12,OUT027,3725.937863025191
DRK35,OUT018,396.9915071245305
FDD47,OUT019,1536.0780624807535
NCM53,OUT035,1718.0683297039511
FDO45,OUT013,1436.3488258290713
NCM42,OUT010,121.53942338550785
FDE04,OUT046,2852.2519711368946
NCI30,OUT027,4157.05157296671
FDZ19,OUT013,2909.2298038746912
FDW57,OUT013,2683.630877742012
FDA25,OUT013,1757.109460603591
FDT22,OUT046,774.7358320944421
FDP51,OUT013,1939.8879081981454
FDD48,OUT027,2285.8589134369063
FDY39,OUT035,3359.244147048858
FDO48,OUT010,2277.662886839498
FDD23,OUT027,3468.9169309986546
DRN35,OUT027,1026.3724344973086
FDT01,OUT035,2926.076060696726
FDC20,OUT010,-567.9852252239123
DRJ35,OUT035,1012.5578938166186
FDB32,OUT046,1757.9440640736475
FDL24,OUT046,2880.457584366509
NCV42,OUT035,2023.8504905675265
FDZ46,OUT046,1695.1849783561186
FDC15,OUT013,2251.1421913833983
FDD08,OUT019,950.6798820009476
FDY50,OUT049,1449.3773526697908
FDD36,OUT013,1957.4131000809155
FDG57,OUT027,1236.5724295617176
FDL21,OUT018,458.91598937200274
FDN16,OUT027,1987.2145672145225
FDJ09,OUT027,1160.8798770653564
FDS01,OUT010,1340.909820423658
FDV33,OUT017,4343.779429748188
DRE12,OUT017,1618.5016611220194
FDR07,OUT013,2256.3260824676167
FDP48,OUT010,1595.7448167287976
NCB55,OUT035,848.0517080877316
FDQ08,OUT013,1063.210575193663
FDR34,OUT035,4026.9190606542134
FDO33,OUT046,1999.2807000662735
FDP13,OUT045,404.52983607637884
FDX12,OUT049,3901.533268667784
NCT06,OUT049,2814.421732111013
FDR16,OUT019,3396.241234094274
FDE36,OUT046,2740.027330185268
FDZ36,OUT049,3169.388906100792
FDV13,OUT045,1485.575762471451
NCZ17,OUT035,764.3640116279287
FDU56,OUT045,3150.4217262862703
FDM09,OUT035,2955.550730491947
FDV02,OUT017,2932.2298864715362
FDS34,OUT018,1618.7195990629907
FDA11,OUT049,1695.1835127575034
FDP09,OUT017,3456.791625514621
FDB29,OUT027,2179.5457885805986
FDT19,OUT017,2965.1035042634685
DRH15,OUT017,598.1578773633778
FDY38,OUT046,3685.102307545559
FDF14,OUT027,2907.5984049718945
FDN48,OUT010,41.802788624665524
FDQ12,OUT013,3829.5573056941057
NCJ43,OUT045,2877.312812532939
FDE17,OUT019,2936.3706244800765
FDB05,OUT035,4255.241427191445
FDH10,OUT045,2683.975505360167
NCR06,OUT017,773.9167853994506
FDU32,OUT018,1753.2609484082761
FDD56,OUT049,2770.098911647105
FDO36,OUT018,2581.0404113473583
FDH16,OUT010,-74.42671860559959
FDX10,OUT018,230.78537285997973
FDZ37,OUT017,1581.3388723132284
FDU31,OUT010,1510.039127385083
DRC49,OUT049,2018.395487495487
FDL15,OUT045,2464.875313754664
FDN32,OUT019,3512.567495797936
DRH59,OUT027,1232.9715552173955
NCU29,OUT049,2573.972589046273
FDR37,OUT019,3512.567495797936
FDS14,OUT018,2219.7197803913627
FDU02,OUT027,4000.4527404243718
FDJ08,OUT035,3074.8001648924824
NCZ06,OUT045,4046.302275179842
FDO31,OUT049,1470.445151258215
FDH31,OUT018,1503.4230926968241
FDS58,OUT017,2732.681737749841
NCA53,OUT027,1246.1252033332405
FDF50,OUT046,3297.180993362755
NCW42,OUT049,3750.202691625751
NCQ17,OUT045,2339.9047851590626
FDK51,OUT018,3639.140845713373
NCW41,OUT010,1041.0061126816427
NCR29,OUT017,970.9631323480162
FDB08,OUT019,2849.100707764141
FDA40,OUT027,1607.2442605593383
FDL14,OUT018,2326.032905247669
FDB47,OUT046,3327.5951493104803
FDO03,OUT035,3935.27102417949
DRK13,OUT019,2241.6165725579485
FDX13,OUT010,2457.6443058436216
FDF52,OUT046,3135.2925806716494
FDT11,OUT013,3165.9131530315963
FDB08,OUT013,2566.6238926772603
FDQ28,OUT018,2309.521387486641
FDD29,OUT045,4063.944198311624
NCQ29,OUT027,4058.596657003991
NCO02,OUT013,940.9419663589931
FDR56,OUT010,1397.1408399721522
NCM54,OUT049,1995.074643475076
FDP51,OUT035,2045.6016266835293
FDT38,OUT013,1322.897886331573
FDZ20,OUT018,3818.5255646043574
FDJ53,OUT013,1984.299162066344
FDX13,OUT049,3997.1906041878588
FDP58,OUT035,3653.6747665869484
NCK31,OUT019,1202.4746385339593
FDA35,OUT018,1699.3195320279187
FDV37,OUT018,2873.6337946536346
NCO07,OUT027,3396.241234094274
FDA20,OUT045,3132.1478088380786
FDZ59,OUT035,2636.840710066806
NCY17,OUT017,716.450506818552
FDQ28,OUT035,2591.6485657221565
FDV35,OUT017,2441.625460836827
FDQ36,OUT013,407.6746079099495
FDD34,OUT018,2365.3092332464425
FDK51,OUT045,4725.737988480985
FDV31,OUT035,2789.3445962273963
FDR04,OUT035,1870.7955972002226
FDR14,OUT049,724.0626065555409
DRC36,OUT010,1310.2892480637108
FDE39,OUT019,2276.328750924747
FDP57,OUT049,1705.960459764851
FDE57,OUT046,2014.919734426291
NCN18,OUT046,1664.5674294388614
NCQ05,OUT018,2317.493805597889
FDW47,OUT035,2011.5038356557716
FDV46,OUT035,2092.427839682059
NCP29,OUT045,771.5910602608717
FDE09,OUT018,1639.0116780441174
NCU06,OUT027,4166.658874688924
FDT19,OUT010,-218.68795665627263
DRF15,OUT017,2638.452167461324
DRI51,OUT013,2780.325406681869
NCX54,OUT013,1661.08718732836
DRE01,OUT013,3614.046298875713
NCB07,OUT045,3125.0099941968892
FDU50,OUT035,1993.2299182075797
FDG40,OUT035,847.3562924638254
FDW10,OUT018,2174.1037135383954
FDX51,OUT013,3205.1894810303693
NCP17,OUT045,961.279952244179
FDP21,OUT035,3271.6268715169795
FDL04,OUT045,1518.6962576168066
FDV23,OUT013,1818.093027801793
FDF24,OUT046,1488.7205343050214
FDH56,OUT027,2179.5457885805986
FDB51,OUT049,1005.6588641480832
FDI58,OUT027,2062.9071197108824
FDR20,OUT013,892.3330459257103
FDC51,OUT018,1732.1931498198514
FDB16,OUT027,1739.3526037961303
FDE40,OUT049,861.2038659995357
NCM17,OUT035,764.3640116279287
FDU56,OUT035,3302.930781404505
FDS32,OUT019,2276.328750924747
FDX02,OUT049,3809.712214742892
FDT39,OUT027,2886.53060638347
FDE35,OUT017,1012.5578938166186
NCI42,OUT019,3765.2141910239643
DRL23,OUT046,1757.9440640736475
FDA10,OUT046,1726.1856621925574
FDA11,OUT013,1661.08718732836
NCM06,OUT046,2509.255691257184
NCT05,OUT035,4075.545585375141
NCQ02,OUT010,1605.2975905003202
NCY06,OUT049,1995.074643475076
FDY56,OUT035,3881.329607799132
FDL02,OUT035,1627.554747935761
NCI06,OUT035,2921.452939464188
FDQ14,OUT045,2430.418366927252
FDQ12,OUT017,3935.27102417949
FDP36,OUT046,928.2430800750816
FDK21,OUT027,4374.46698491276
FDO40,OUT045,2589.1032002595102
NCK54,OUT019,2264.7911148484823
FDY09,OUT018,2671.170506824445
NCW30,OUT049,4403.429877023106
NCC55,OUT027,1035.9252082688313
FDE58,OUT018,1543.02704656663
FDR39,OUT013,3128.154766030459
FDU28,OUT049,3221.6438833277302
FDH08,OUT017,3974.547352178263
FDG35,OUT045,2442.170501494362
FDG22,OUT049,775.7388994075849
FDC34,OUT035,2464.180860634476
FDP15,OUT018,3787.9049922444106
FDK34,OUT010,2302.153376145044
FDU45,OUT035,2076.2221990434755
FDQ04,OUT027,1026.3724344973086
FDX22,OUT018,3135.8332636511855
FDB45,OUT017,1456.7210847500696
NCH43,OUT027,3386.6884603227522
DRE60,OUT046,3547.9610481015643
FDD17,OUT027,4263.364697823018
NCM54,OUT017,2066.6920365313167
NCH55,OUT013,2067.2914429022408
NCT06,OUT017,2745.7771182270185
FDA48,OUT027,4000.4527404243718
FDY58,OUT027,4197.279447048869
FDO25,OUT045,3158.24424321236
FDN50,OUT045,1775.0324873584452
FDH35,OUT035,2579.9544702535704
FDK09,OUT045,3907.556461844667
FDO16,OUT013,1627.9607927474276
FDW11,OUT045,903.6994034976642
FDU47,OUT027,2361.5740771926307
NCQ42,OUT010,437.613583482301
FDK55,OUT027,1804.070967183836
FDN08,OUT049,1981.005317019467
FDT57,OUT045,3984.145821109407
FDJ12,OUT018,3096.556935652413
DRL59,OUT017,1168.9242936790465
NCN53,OUT046,841.6065044220751
FDO51,OUT010,-880.8974708003078
FDK56,OUT017,2990.030613924438
FDY12,OUT035,795.6799996117815
FDU15,OUT035,847.3562924638254
FDQ19,OUT046,3874.574757879831
